model_id	results_id
r98626_kE6	p_r_98626_kE6_reaction_98626
r98626_kE5	p_r_98626_kE5_reaction_98626
r98626_kE4	p_r_98626_kE4_reaction_98626
r98626_kE3	p_r_98626_kE3_reaction_98626
r98626_kE2	p_r_98626_kE2_reaction_98626
r98626_kE1	p_r_98626_kE1_reaction_98626
r98627_kE13	p_r_98627_kE13_reaction_98627
r98627_kE12	p_r_98627_kE12_reaction_98627
r98627_kE11	p_r_98627_kE11_reaction_98627
r98627_kE10	p_r_98627_kE10_reaction_98627
r98627_kE17	p_r_98627_kE17_reaction_98627
r98627_kE16	p_r_98627_kE16_reaction_98627
r98627_kE15	p_r_98627_kE15_reaction_98627
r98627_kE14	p_r_98627_kE14_reaction_98627
r98627_kE19	p_r_98627_kE19_reaction_98627
r98627_kE18	p_r_98627_kE18_reaction_98627
r98627_kE20	p_r_98627_kE20_reaction_98627
r98627_kE21	p_r_98627_kE21_reaction_98627
r98627_kd	p_r_98627_kd_reaction_98627
r98627_kE9	p_r_98627_kE9_reaction_98627
r98627_kE8	p_r_98627_kE8_reaction_98627
r98627_kE7	p_r_98627_kE7_reaction_98627
r98627_kE6	p_r_98627_kE6_reaction_98627
r98627_kE5	p_r_98627_kE5_reaction_98627
r98627_kE4	p_r_98627_kE4_reaction_98627
r98627_kE3	p_r_98627_kE3_reaction_98627
r98627_kE2	p_r_98627_kE2_reaction_98627
r98627_kE1	p_r_98627_kE1_reaction_98627
r98628_kE13	p_r_98628_kE13_reaction_98628
r98628_kE12	p_r_98628_kE12_reaction_98628
r98628_kE11	p_r_98628_kE11_reaction_98628
r98628_kE10	p_r_98628_kE10_reaction_98628
r98628_kE17	p_r_98628_kE17_reaction_98628
r98628_kE16	p_r_98628_kE16_reaction_98628
r98628_kE15	p_r_98628_kE15_reaction_98628
r98628_kE14	p_r_98628_kE14_reaction_98628
r98628_kE19	p_r_98628_kE19_reaction_98628
r98628_kE18	p_r_98628_kE18_reaction_98628
r98628_k0	p_r_98628_k0_reaction_98628
r98628_kE20	p_r_98628_kE20_reaction_98628
r98628_kE21	p_r_98628_kE21_reaction_98628
r98628_kd	p_r_98628_kd_reaction_98628
r98628_kE9	p_r_98628_kE9_reaction_98628
r98628_kE8	p_r_98628_kE8_reaction_98628
r98628_kE7	p_r_98628_kE7_reaction_98628
r98628_kE6	p_r_98628_kE6_reaction_98628
r98628_kE5	p_r_98628_kE5_reaction_98628
r98628_kE4	p_r_98628_kE4_reaction_98628
r98628_kE3	p_r_98628_kE3_reaction_98628
r98628_kE2	p_r_98628_kE2_reaction_98628
r98628_kE1	p_r_98628_kE1_reaction_98628
r98629_kE13	p_r_98629_kE13_reaction_98629
r98629_kE12	p_r_98629_kE12_reaction_98629
r98629_kE11	p_r_98629_kE11_reaction_98629
r98629_kE10	p_r_98629_kE10_reaction_98629
r98629_kE17	p_r_98629_kE17_reaction_98629
r98629_kE16	p_r_98629_kE16_reaction_98629
r98629_kE15	p_r_98629_kE15_reaction_98629
r98629_kE14	p_r_98629_kE14_reaction_98629
r98629_kE19	p_r_98629_kE19_reaction_98629
r98629_kE18	p_r_98629_kE18_reaction_98629
r98629_kE20	p_r_98629_kE20_reaction_98629
r98629_kE21	p_r_98629_kE21_reaction_98629
r98629_kd	p_r_98629_kd_reaction_98629
r98629_kE9	p_r_98629_kE9_reaction_98629
r98629_kE8	p_r_98629_kE8_reaction_98629
r98629_kE7	p_r_98629_kE7_reaction_98629
r98629_kE6	p_r_98629_kE6_reaction_98629
r98629_kE5	p_r_98629_kE5_reaction_98629
r98629_kE4	p_r_98629_kE4_reaction_98629
r98629_kE3	p_r_98629_kE3_reaction_98629
r98629_kE2	p_r_98629_kE2_reaction_98629
r98629_kE1	p_r_98629_kE1_reaction_98629
r98630_kE13	p_r_98630_kE13_reaction_98630
r98630_kE12	p_r_98630_kE12_reaction_98630
r98630_kE11	p_r_98630_kE11_reaction_98630
r98630_kE10	p_r_98630_kE10_reaction_98630
r98630_kE17	p_r_98630_kE17_reaction_98630
r98630_kE16	p_r_98630_kE16_reaction_98630
r98630_kE15	p_r_98630_kE15_reaction_98630
r98630_kE14	p_r_98630_kE14_reaction_98630
r98630_kE19	p_r_98630_kE19_reaction_98630
r98630_kE18	p_r_98630_kE18_reaction_98630
r98630_kE20	p_r_98630_kE20_reaction_98630
r98630_kE21	p_r_98630_kE21_reaction_98630
r98630_kd	p_r_98630_kd_reaction_98630
r98630_kE9	p_r_98630_kE9_reaction_98630
r98630_kE8	p_r_98630_kE8_reaction_98630
r98630_kE7	p_r_98630_kE7_reaction_98630
r98630_kE6	p_r_98630_kE6_reaction_98630
r98630_kE5	p_r_98630_kE5_reaction_98630
r98630_kE4	p_r_98630_kE4_reaction_98630
r98630_kE3	p_r_98630_kE3_reaction_98630
r98630_kE2	p_r_98630_kE2_reaction_98630
r98630_kE1	p_r_98630_kE1_reaction_98630
r98631_kE13	p_r_98631_kE13_reaction_98631
r98631_kE12	p_r_98631_kE12_reaction_98631
r98631_kE11	p_r_98631_kE11_reaction_98631
r98631_kE10	p_r_98631_kE10_reaction_98631
r98631_kE17	p_r_98631_kE17_reaction_98631
r98631_kE16	p_r_98631_kE16_reaction_98631
r98631_kE15	p_r_98631_kE15_reaction_98631
r98631_kE14	p_r_98631_kE14_reaction_98631
r98631_kE19	p_r_98631_kE19_reaction_98631
r98631_kE18	p_r_98631_kE18_reaction_98631
r98631_k0	p_r_98631_k0_reaction_98631
r98631_kE20	p_r_98631_kE20_reaction_98631
r98631_kE21	p_r_98631_kE21_reaction_98631
r98631_kd	p_r_98631_kd_reaction_98631
r98631_kE9	p_r_98631_kE9_reaction_98631
r98631_kE8	p_r_98631_kE8_reaction_98631
r98631_kE7	p_r_98631_kE7_reaction_98631
r98631_kE6	p_r_98631_kE6_reaction_98631
r98631_kE5	p_r_98631_kE5_reaction_98631
r98631_kE4	p_r_98631_kE4_reaction_98631
r98631_kE3	p_r_98631_kE3_reaction_98631
r98631_kE2	p_r_98631_kE2_reaction_98631
r98631_kE1	p_r_98631_kE1_reaction_98631
r98633_k0	p_r_98633_k0_reaction_98633
r98633_kd	p_r_98633_kd_reaction_98633
r98634_kE13	p_r_98634_kE13_reaction_98634
r98634_kE12	p_r_98634_kE12_reaction_98634
r98634_kE11	p_r_98634_kE11_reaction_98634
r98634_kE10	p_r_98634_kE10_reaction_98634
r98634_kE17	p_r_98634_kE17_reaction_98634
r98634_kE16	p_r_98634_kE16_reaction_98634
r98634_kE15	p_r_98634_kE15_reaction_98634
r98634_kE14	p_r_98634_kE14_reaction_98634
r98634_kE19	p_r_98634_kE19_reaction_98634
r98634_kE18	p_r_98634_kE18_reaction_98634
r98634_kE20	p_r_98634_kE20_reaction_98634
r98634_kE21	p_r_98634_kE21_reaction_98634
r98634_kd	p_r_98634_kd_reaction_98634
r98634_kE9	p_r_98634_kE9_reaction_98634
r98634_kE8	p_r_98634_kE8_reaction_98634
r98634_kE7	p_r_98634_kE7_reaction_98634
r98634_kE6	p_r_98634_kE6_reaction_98634
r98634_kE5	p_r_98634_kE5_reaction_98634
r98634_kE4	p_r_98634_kE4_reaction_98634
r98634_kE3	p_r_98634_kE3_reaction_98634
r98634_kE2	p_r_98634_kE2_reaction_98634
r98634_kE1	p_r_98634_kE1_reaction_98634
r98635_k0	p_r_98635_k0_reaction_98635
r98636_k0	p_r_98636_k0_reaction_98636
r98637_k0	p_r_98637_k0_reaction_98637
r98638_k0	p_r_98638_k0_reaction_98638
r98639_k0	p_r_98639_k0_reaction_98639
r98640_k0	p_r_98640_k0_reaction_98640
r98641_k0	p_r_98641_k0_reaction_98641
r98642_k0	p_r_98642_k0_reaction_98642
r98643_k0	p_r_98643_k0_reaction_98643
r98644_k0	p_r_98644_k0_reaction_98644
r98645_k0	p_r_98645_k0_reaction_98645
r98647_k0	p_r_98647_k0_reaction_98647
r98648_k0	p_r_98648_k0_reaction_98648
r98649_k0	p_r_98649_k0_reaction_98649
r98650_k0	p_r_98650_k0_reaction_98650
r98651_k0	p_r_98651_k0_reaction_98651
r98652_k0	p_r_98652_k0_reaction_98652
r98653_k0	p_r_98653_k0_reaction_98653
r98654_k0	p_r_98654_k0_reaction_98654
r98655_k0	p_r_98655_k0_reaction_98655
r98656_k0	p_r_98656_k0_reaction_98656
r98657_k0	p_r_98657_k0_reaction_98657
r98658_k0	p_r_98658_k0_reaction_98658
r98661_k0	p_r_98661_k0_reaction_98661
r98661_kd	p_r_98661_kd_reaction_98661
r98662_k0	p_r_98662_k0_reaction_98662
r98662_kd	p_r_98662_kd_reaction_98662
r98663_k0	p_r_98663_k0_reaction_98663
r98663_kd	p_r_98663_kd_reaction_98663
r98664_k0	p_r_98664_k0_reaction_98664
r98664_kd	p_r_98664_kd_reaction_98664
r98665_k0	p_r_98665_k0_reaction_98665
r98665_kd	p_r_98665_kd_reaction_98665
r98666_k0	p_r_98666_k0_reaction_98666
r98666_kd	p_r_98666_kd_reaction_98666
r98667_k0	p_r_98667_k0_reaction_98667
r98667_kd	p_r_98667_kd_reaction_98667
r98668_k0	p_r_98668_k0_reaction_98668
r98668_kd	p_r_98668_kd_reaction_98668
r9873_k_GeneSpecificScaling	p_r_9873_k_GeneSpecificScaling_reaction_9873
r9874_k0	p_r_9874_k0_reaction_9874
r9875_k0	p_r_9875_k0_reaction_9875
r9875_kd	p_r_9875_kd_reaction_9875
r9876_k0	p_r_9876_k0_reaction_9876
r9880_kE1	p_r_9880_kE1_reaction_9880
r9880_kd	p_r_9880_kd_reaction_9880
r9881_kE1	p_r_9881_kE1_reaction_9881
r9881_kd	p_r_9881_kd_reaction_9881
r9882_kE1	p_r_9882_kE1_reaction_9882
r9882_kd	p_r_9882_kd_reaction_9882
r9883_kE1	p_r_9883_kE1_reaction_9883
r9883_kd	p_r_9883_kd_reaction_9883
r9884_k0	p_r_9884_k0_reaction_9884
r9886_k0	p_r_9886_k0_reaction_9886
r9886_kd	p_r_9886_kd_reaction_9886
r9887_k0	p_r_9887_k0_reaction_9887
r98882_k0	p_r_98882_k0_reaction_98882
r98885_k0	p_r_98885_k0_reaction_98885
r98889_k_GeneSpecificScaling	p_r_98889_k_GeneSpecificScaling_reaction_98889
r9889_k0	p_r_9889_k0_reaction_9889
r9889_kd	p_r_9889_kd_reaction_9889
r98890_k0	p_r_98890_k0_reaction_98890
r98891_k_GeneSpecificScaling	p_r_98891_k_GeneSpecificScaling_reaction_98891
r98892_k0	p_r_98892_k0_reaction_98892
r98893_k_GeneSpecificScaling	p_r_98893_k_GeneSpecificScaling_reaction_98893
r98894_k0	p_r_98894_k0_reaction_98894
r98895_k_GeneSpecificScaling	p_r_98895_k_GeneSpecificScaling_reaction_98895
r98896_k_GeneSpecificScaling	p_r_98896_k_GeneSpecificScaling_reaction_98896
r98897_k0	p_r_98897_k0_reaction_98897
r98897_kd	p_r_98897_kd_reaction_98897
r98898_k0	p_r_98898_k0_reaction_98898
r98898_kd	p_r_98898_kd_reaction_98898
r98899_k0	p_r_98899_k0_reaction_98899
r98899_kd	p_r_98899_kd_reaction_98899
r9890_k0	p_r_9890_k0_reaction_9890
r9890_kd	p_r_9890_kd_reaction_9890
r98900_k0	p_r_98900_k0_reaction_98900
r98900_kd	p_r_98900_kd_reaction_98900
r98901_k0	p_r_98901_k0_reaction_98901
r98901_kd	p_r_98901_kd_reaction_98901
r98902_k0	p_r_98902_k0_reaction_98902
r98902_kd	p_r_98902_kd_reaction_98902
r98903_k0	p_r_98903_k0_reaction_98903
r98904_k0	p_r_98904_k0_reaction_98904
r98905_k0	p_r_98905_k0_reaction_98905
r98906_k0	p_r_98906_k0_reaction_98906
r98907_k0	p_r_98907_k0_reaction_98907
r98908_k0	p_r_98908_k0_reaction_98908
r9891_k0	p_r_9891_k0_reaction_9891
r9891_kd	p_r_9891_kd_reaction_9891
r98910_kE1	p_r_98910_kE1_reaction_98910
r98911_kE1	p_r_98911_kE1_reaction_98911
r98912_kE1	p_r_98912_kE1_reaction_98912
r98913_kE1	p_r_98913_kE1_reaction_98913
r98914_kE1	p_r_98914_kE1_reaction_98914
r98915_kE1	p_r_98915_kE1_reaction_98915
r9892_kE3	p_r_9892_kE3_reaction_9892
r9892_kE2	p_r_9892_kE2_reaction_9892
r9892_kE1	p_r_9892_kE1_reaction_9892
r9893_k0	p_r_9893_k0_reaction_9893
r98937_k0	p_r_98937_k0_reaction_98937
r98938_k0	p_r_98938_k0_reaction_98938
r98939_k0	p_r_98939_k0_reaction_98939
r9894_k0	p_r_9894_k0_reaction_9894
r98940_k0	p_r_98940_k0_reaction_98940
r98941_k0	p_r_98941_k0_reaction_98941
r98942_k0	p_r_98942_k0_reaction_98942
r98943_kE5	p_r_98943_kE5_reaction_98943
r98943_kE4	p_r_98943_kE4_reaction_98943
r98943_kE3	p_r_98943_kE3_reaction_98943
r98943_kE2	p_r_98943_kE2_reaction_98943
r98943_kE1	p_r_98943_kE1_reaction_98943
r98944_kE5	p_r_98944_kE5_reaction_98944
r98944_kE4	p_r_98944_kE4_reaction_98944
r98944_kE3	p_r_98944_kE3_reaction_98944
r98944_kE2	p_r_98944_kE2_reaction_98944
r98944_kE1	p_r_98944_kE1_reaction_98944
r98945_kE13	p_r_98945_kE13_reaction_98945
r98945_kE12	p_r_98945_kE12_reaction_98945
r98945_kE11	p_r_98945_kE11_reaction_98945
r98945_kE10	p_r_98945_kE10_reaction_98945
r98945_kE17	p_r_98945_kE17_reaction_98945
r98945_kE16	p_r_98945_kE16_reaction_98945
r98945_kE15	p_r_98945_kE15_reaction_98945
r98945_kE14	p_r_98945_kE14_reaction_98945
r98945_kE19	p_r_98945_kE19_reaction_98945
r98945_kE18	p_r_98945_kE18_reaction_98945
r98945_k0	p_r_98945_k0_reaction_98945
r98945_kE20	p_r_98945_kE20_reaction_98945
r98945_kE21	p_r_98945_kE21_reaction_98945
r98945_kd	p_r_98945_kd_reaction_98945
r98945_kE9	p_r_98945_kE9_reaction_98945
r98945_kE8	p_r_98945_kE8_reaction_98945
r98945_kE7	p_r_98945_kE7_reaction_98945
r98945_kE6	p_r_98945_kE6_reaction_98945
r98945_kE5	p_r_98945_kE5_reaction_98945
r98945_kE4	p_r_98945_kE4_reaction_98945
r98945_kE3	p_r_98945_kE3_reaction_98945
r98945_kE2	p_r_98945_kE2_reaction_98945
r98945_kE1	p_r_98945_kE1_reaction_98945
r98946_kE13	p_r_98946_kE13_reaction_98946
r98946_kE12	p_r_98946_kE12_reaction_98946
r98946_kE11	p_r_98946_kE11_reaction_98946
r98946_kE10	p_r_98946_kE10_reaction_98946
r98946_kE17	p_r_98946_kE17_reaction_98946
r98946_kE16	p_r_98946_kE16_reaction_98946
r98946_kE15	p_r_98946_kE15_reaction_98946
r98946_kE14	p_r_98946_kE14_reaction_98946
r98946_kE19	p_r_98946_kE19_reaction_98946
r98946_kE18	p_r_98946_kE18_reaction_98946
r98946_k0	p_r_98946_k0_reaction_98946
r98946_kE20	p_r_98946_kE20_reaction_98946
r98946_kE21	p_r_98946_kE21_reaction_98946
r98946_kd	p_r_98946_kd_reaction_98946
r98946_kE9	p_r_98946_kE9_reaction_98946
r98946_kE8	p_r_98946_kE8_reaction_98946
r98946_kE7	p_r_98946_kE7_reaction_98946
r98946_kE6	p_r_98946_kE6_reaction_98946
r98946_kE5	p_r_98946_kE5_reaction_98946
r98946_kE4	p_r_98946_kE4_reaction_98946
r98946_kE3	p_r_98946_kE3_reaction_98946
r98946_kE2	p_r_98946_kE2_reaction_98946
r98946_kE1	p_r_98946_kE1_reaction_98946
r98947_k0	p_r_98947_k0_reaction_98947
r98948_k0	p_r_98948_k0_reaction_98948
r98949_k0	p_r_98949_k0_reaction_98949
r98949_kd	p_r_98949_kd_reaction_98949
r9895_k0	p_r_9895_k0_reaction_9895
r98950_k0	p_r_98950_k0_reaction_98950
r98950_kd	p_r_98950_kd_reaction_98950
r98951_k0	p_r_98951_k0_reaction_98951
r98952_k0	p_r_98952_k0_reaction_98952
r98953_kE2	p_r_98953_kE2_reaction_98953
r98953_kE1	p_r_98953_kE1_reaction_98953
r98954_kE2	p_r_98954_kE2_reaction_98954
r98954_kE1	p_r_98954_kE1_reaction_98954
r98955_kE2	p_r_98955_kE2_reaction_98955
r98955_kE1	p_r_98955_kE1_reaction_98955
r98956_kE2	p_r_98956_kE2_reaction_98956
r98956_kE1	p_r_98956_kE1_reaction_98956
r98957_k0	p_r_98957_k0_reaction_98957
r98957_kd	p_r_98957_kd_reaction_98957
r98958_k0	p_r_98958_k0_reaction_98958
r98959_k0	p_r_98959_k0_reaction_98959
r98959_kd	p_r_98959_kd_reaction_98959
r9896_k0	p_r_9896_k0_reaction_9896
r9896_kd	p_r_9896_kd_reaction_9896
r98960_k0	p_r_98960_k0_reaction_98960
r98961_k0	p_r_98961_k0_reaction_98961
r98962_k0	p_r_98962_k0_reaction_98962
r98965_kE3	p_r_98965_kE3_reaction_98965
r98965_kE2	p_r_98965_kE2_reaction_98965
r98965_kE1	p_r_98965_kE1_reaction_98965
r98966_kE3	p_r_98966_kE3_reaction_98966
r98966_kE2	p_r_98966_kE2_reaction_98966
r98966_kE1	p_r_98966_kE1_reaction_98966
r98967_k0	p_r_98967_k0_reaction_98967
r98967_kd	p_r_98967_kd_reaction_98967
r98968_k0	p_r_98968_k0_reaction_98968
r98968_kd	p_r_98968_kd_reaction_98968
r98970_k0	p_r_98970_k0_reaction_98970
r99_k_GeneSpecificScaling	p_r_99_k_GeneSpecificScaling_reaction_99
